paper_id,day,title,authors_short,authors,relevance,include_decision,editing_cluster,method_family,modality,reading_priority,best_use,editing_intent,evidence_basis,signals,exclusion_reason,paper_page,pdf,arxiv,abstract
1529,2026-06-06,From Inpainting to Layer Decomposition: Repurposing Generative Inpainting Models for Image Layer Decomposition,"Jingxi Chen, Yixiao Zhang, Xiaoye Qian et al.",Jingxi Chen; Yixiao Zhang; Xiaoye Qian; Zongxia Li; Cornelia Fermuller; Caren Chen; Yiannis Aloimonos,强相关,include,直接编辑、修补与合成,Title-level unknown / Other,图像,Deep Read,作为图像编辑主线方法精读，重点看编辑保真度、局部不串扰和推理步数。,直接改变图像局部或整体内容，包括指令编辑、修补、合成、属性操控。,CVF metadata title-level triage,inpainting; layer,,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_From_Inpainting_to_Layer_Decomposition_Repurposing_Generative_Inpainting_Models_for_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_From_Inpainting_to_Layer_Decomposition_Repurposing_Generative_Inpainting_Models_for_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.20996,
1534,2026-06-06,PACT: Phase-Like Transition Constraints in Adapter-Based Continual Learning of Vision-Language Models,"Xuan Wang, Guiguang Ding, Jungong Han",Xuan Wang; Guiguang Ding; Jungong Han,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,adapter,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_PACT_Phase-Like_Transition_Constraints_in_Adapter-Based_Continual_Learning_of_Vision-Language_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_PACT_Phase-Like_Transition_Constraints_in_Adapter-Based_Continual_Learning_of_Vision-Language_CVPR_2026_paper.pdf,,
1539,2026-06-06,TEXTRIX: Latent Attribute Grid for Native Texture Generation and Beyond,"Yifei Zeng, Yajie Bao, Jiachen Qian et al.",Yifei Zeng; Yajie Bao; Jiachen Qian; Shuang Wu; Youtian Lin; Hao Zhu; Buyu Li; Feihu Zhang; Xun Cao; Yao Yao,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,texture generation,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Zeng_TEXTRIX_Latent_Attribute_Grid_for_Native_Texture_Generation_and_Beyond_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zeng_TEXTRIX_Latent_Attribute_Grid_for_Native_Texture_Generation_and_Beyond_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.02993,
1541,2026-06-06,Mitigating Objectness Bias and Region-to-Text Misalignment for Open-Vocabulary Panoptic Segmentation,"Nikolay Kormushev, Josip Šarić, Matej Kristan",Nikolay Kormushev; Josip Šarić; Matej Kristan,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,region; segmentation,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Kormushev_Mitigating_Objectness_Bias_and_Region-to-Text_Misalignment_for_Open-Vocabulary_Panoptic_Segmentation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Kormushev_Mitigating_Objectness_Bias_and_Region-to-Text_Misalignment_for_Open-Vocabulary_Panoptic_Segmentation_CVPR_2026_paper.pdf,,
1558,2026-06-06,Rejection Mixing: Fast Semantic Propagation of Mask Tokens for Efficient DLLM Inference,"Yushi Ye, Feng Hong, Huangjie Zheng et al.",Yushi Ye; Feng Hong; Huangjie Zheng; Xu Chen; Zhiyong Chen; Yanfeng Wang; Jiangchao Yao,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,mask,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Ye_Rejection_Mixing_Fast_Semantic_Propagation_of_Mask_Tokens_for_Efficient_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Ye_Rejection_Mixing_Fast_Semantic_Propagation_of_Mask_Tokens_for_Efficient_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.22868,
1561,2026-06-06,GenMask: Adapting DiT for Segmentation via Direct Mask Generation,"Yuhuan Yang, Xianwei Zhuang, Yuxuan Cai et al.",Yuhuan Yang; Xianwei Zhuang; Yuxuan Cai; Chaofan Ma; Shuai Bai; Jiangchao Yao; Ya Zhang; Junyang Lin; Yanfeng Wang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,mask; segmentation,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Yang_GenMask_Adapting_DiT_for_Segmentation_via_Direct_Mask_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_GenMask_Adapting_DiT_for_Segmentation_via_Direct_Mask_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.23906,
1574,2026-06-06,SAVA-X: Ego-to-Exo Imitation Error Detection via Scene-Adaptive View Alignment and Bidirectional Cross View Fusion,"Xiang Li, Heqian Qiu, Lanxiao Wang et al.",Xiang Li; Heqian Qiu; Lanxiao Wang; Benliu Qiu; Fanman Meng; Linfeng Xu; Hongliang Li,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,alignment; detection,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Li_SAVA-X_Ego-to-Exo_Imitation_Error_Detection_via_Scene-Adaptive_View_Alignment_and_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_SAVA-X_Ego-to-Exo_Imitation_Error_Detection_via_Scene-Adaptive_View_Alignment_and_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.12764,
1579,2026-06-06,Less is More: Data-Efficient Adaptation for Controllable Text-to-Video Generation,"Shihan Cheng, Nilesh Kulkarni, David Hyde et al.",Shihan Cheng; Nilesh Kulkarni; David Hyde; Dmitriy Smirnov,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,controllable,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Cheng_Less_is_More_Data-Efficient_Adaptation_for_Controllable_Text-to-Video_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Cheng_Less_is_More_Data-Efficient_Adaptation_for_Controllable_Text-to-Video_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.17844,
1592,2026-06-06,Unlocking Positive Transfer in Incrementally Learning Surgical Instruments: A Self-reflection Hierarchical Prompt Framework,"Yu Zhu, Kang Li, Zheng Li et al.",Yu Zhu; Kang Li; Zheng Li; Pheng-Ann Heng,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,prompt,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Zhu_Unlocking_Positive_Transfer_in_Incrementally_Learning_Surgical_Instruments_A_Self-reflection_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhu_Unlocking_Positive_Transfer_in_Incrementally_Learning_Surgical_Instruments_A_Self-reflection_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.02877,
1593,2026-06-06,"Restore, Assess, Repeat: A Unified Framework for Iterative Image Restoration","I-Hsiang Chen, Isma Hadji, Enrique Sanchez et al.",I-Hsiang Chen; Isma Hadji; Enrique Sanchez; Adrian Bulat; Sy-Yen Kuo; Radu Timofte; Georgios Tzimiropoulos; Brais Martinez,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,restoration,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_Restore_Assess_Repeat_A_Unified_Framework_for_Iterative_Image_Restoration_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Restore_Assess_Repeat_A_Unified_Framework_for_Iterative_Image_Restoration_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.26385,
1598,2026-06-06,Bridging Pixels and Words: Mask-Aware Local Semantic Fusion for Multimodal Media Verification,"Zizhao Chen, Ping Wei, Ziyang Ren et al.",Zizhao Chen; Ping Wei; Ziyang Ren; Huan Li; Xiangru Yin,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,mask,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_Bridging_Pixels_and_Words_Mask-Aware_Local_Semantic_Fusion_for_Multimodal_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Bridging_Pixels_and_Words_Mask-Aware_Local_Semantic_Fusion_for_Multimodal_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.26052,
1602,2026-06-06,Semantic Derivative Flow: Graph-Guided Diffusion for Controllable Instance Interactions,"Shibin Mei, Hang Wang, Bingbing Ni",Shibin Mei; Hang Wang; Bingbing Ni,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,controllable,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Mei_Semantic_Derivative_Flow_Graph-Guided_Diffusion_for_Controllable_Instance_Interactions_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Mei_Semantic_Derivative_Flow_Graph-Guided_Diffusion_for_Controllable_Instance_Interactions_CVPR_2026_paper.pdf,,
1604,2026-06-06,STCast: Adaptive Boundary Alignment for Global and Regional Weather Forecasting,"Hao Chen, Tao Han, Jie Zhang et al.",Hao Chen; Tao Han; Jie Zhang; Song Guo; Lei Bai,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,regional; alignment,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_STCast_Adaptive_Boundary_Alignment_for_Global_and_Regional_Weather_Forecasting_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_STCast_Adaptive_Boundary_Alignment_for_Global_and_Regional_Weather_Forecasting_CVPR_2026_paper.pdf,https://arxiv.org/abs/2509.25210,
1605,2026-06-06,Resolving Endpoint Underfitting in Diffusion Bridges via Noise Alignment,"Yurong Gao, Zicheng Zhang, Congying Han et al.",Yurong Gao; Zicheng Zhang; Congying Han; Tiande Guo; Xinmin Qiu,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,alignment,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Gao_Resolving_Endpoint_Underfitting_in_Diffusion_Bridges_via_Noise_Alignment_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Gao_Resolving_Endpoint_Underfitting_in_Diffusion_Bridges_via_Noise_Alignment_CVPR_2026_paper.pdf,,
1611,2026-06-06,Decompose and Transfer: CoT-Prompting Enhanced Alignment for Open-Vocabulary Temporal Action Detection,"Sa Zhu, Wanqian Zhang, Lin Wang et al.",Sa Zhu; Wanqian Zhang; Lin Wang; Xiaohua Chen; Chenxu Cui; Jinchao Zhang; Bo Li,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,alignment; detection,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Zhu_Decompose_and_Transfer_CoT-Prompting_Enhanced_Alignment_for_Open-Vocabulary_Temporal_Action_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhu_Decompose_and_Transfer_CoT-Prompting_Enhanced_Alignment_for_Open-Vocabulary_Temporal_Action_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.24030,
1612,2026-06-06,SliderEdit: Continuous Image Editing with Fine-Grained Instruction Control,"Arman Zarei, Samyadeep Basu, Mobina Pournemat et al.",Arman Zarei; Samyadeep Basu; Mobina Pournemat; Sayan Nag; Ryan A. Rossi; Soheil Feizi,强相关,include,直接编辑、修补与合成,Title-level unknown / Other,多模态指令,Deep Read,作为图像编辑主线方法精读，重点看编辑保真度、局部不串扰和推理步数。,直接改变图像局部或整体内容，包括指令编辑、修补、合成、属性操控。,CVF metadata title-level triage,image editing; control,,https://openaccess.thecvf.com/content/CVPR2026/html/Zarei_SliderEdit_Continuous_Image_Editing_with_Fine-Grained_Instruction_Control_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zarei_SliderEdit_Continuous_Image_Editing_with_Fine-Grained_Instruction_Control_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.09715,
1620,2026-06-06,CUBic: Coordinated Unified Bimanual Perception and Control Framework,"Xingyu Wang, Pengxiang Ding, Jingkai Xu et al.",Xingyu Wang; Pengxiang Ding; Jingkai Xu; Donglin Wang; Zhaoxin Fan,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,control,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_CUBic_Coordinated_Unified_Bimanual_Perception_and_Control_Framework_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CUBic_Coordinated_Unified_Bimanual_Perception_and_Control_Framework_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.13452,
1633,2026-06-06,Unifying Precise Keyframes and Semantic Control via Multi-level Diffusion,"Linjun Wu, Jiejia Yu, Leyang Jin et al.",Linjun Wu; Jiejia Yu; Leyang Jin; He Wang; Bowen Zheng; Xu Yang; Hao Jiang; Fei Xia; Fei Ling; Jun Deng; Xiaogang Jin,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,control,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Wu_Unifying_Precise_Keyframes_and_Semantic_Control_via_Multi-level_Diffusion_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_Unifying_Precise_Keyframes_and_Semantic_Control_via_Multi-level_Diffusion_CVPR_2026_paper.pdf,,
1634,2026-06-06,DUO-VSR: Dual-Stream Distillation for One-Step Video Super-Resolution,"Zhengyao Lv, Menghan Xia, Xintao Wang et al.",Zhengyao Lv; Menghan Xia; Xintao Wang; Kwan-Yee K. Wong,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,super-resolution,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Lv_DUO-VSR_Dual-Stream_Distillation_for_One-Step_Video_Super-Resolution_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Lv_DUO-VSR_Dual-Stream_Distillation_for_One-Step_Video_Super-Resolution_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.22271,
1636,2026-06-06,Energy Waveify and Redistribution for Test-Time Adaptation: A Control System Perspective,"Zhenbin Wang, Lei Zhang, Lituan Wang et al.",Zhenbin Wang; Lei Zhang; Lituan Wang; Zhenwei Zhang; Guangwu Qian; Yan Wang; Wei Huang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,control,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_Energy_Waveify_and_Redistribution_for_Test-Time_Adaptation_A_Control_System_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Energy_Waveify_and_Redistribution_for_Test-Time_Adaptation_A_Control_System_CVPR_2026_paper.pdf,,
1647,2026-06-06,Edit-As-Act: Goal-Regressive Planning for Open-Vocabulary 3D Indoor Scene Editing,"Seongrae Noh, SeungWon Seo, Gyeong-Moon Park et al.",Seongrae Noh; SeungWon Seo; Gyeong-Moon Park; HyeongYeop Kang,强相关,include,视频、多视图与3D编辑,Title-level unknown / Other,图像,Deep Read,作为从单图编辑扩展到视频、多视图和3D场景的一致性方向阅读。,把编辑扩展到跨帧、跨视角或三维场景，关键是时空一致性。,CVF metadata title-level triage,scene editing,,https://openaccess.thecvf.com/content/CVPR2026/html/Noh_Edit-As-Act_Goal-Regressive_Planning_for_Open-Vocabulary_3D_Indoor_Scene_Editing_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Noh_Edit-As-Act_Goal-Regressive_Planning_for_Open-Vocabulary_3D_Indoor_Scene_Editing_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.17583,
1663,2026-06-06,MultiShotMaster: A Controllable Multi-Shot Video Generation Framework,"Qinghe Wang, Xiaoyu Shi, Baolu Li et al.",Qinghe Wang; Xiaoyu Shi; Baolu Li; Weikang Bian; Quande Liu; Huchuan Lu; Xintao Wang; Pengfei Wan; Kun Gai; Xu Jia,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,controllable,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_MultiShotMaster_A_Controllable_Multi-Shot_Video_Generation_Framework_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_MultiShotMaster_A_Controllable_Multi-Shot_Video_Generation_Framework_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.03041,
1665,2026-06-06,Gated Condition Injection without Multimodal Attention: Towards Controllable Linear-Attention Transformers,"Yuhe Liu, Zhenxiong Tan, Yujia Hu et al.",Yuhe Liu; Zhenxiong Tan; Yujia Hu; Songhua Liu; Xinchao Wang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,controllable,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Liu_Gated_Condition_Injection_without_Multimodal_Attention_Towards_Controllable_Linear-Attention_Transformers_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_Gated_Condition_Injection_without_Multimodal_Attention_Towards_Controllable_Linear-Attention_Transformers_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.27666,
1670,2026-06-06,Learning from Noisy Supervision: A Denoising-Debiasing Framework for Weakly Supervised Video Anomaly Detection,"Yaxin Zhao, Yang Wang, Wenya Guo et al.",Yaxin Zhao; Yang Wang; Wenya Guo; Sihan Xu; Xiangrui Cai; Xi Lin; Ying Zhang; Xiaojie Yuan,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,denoising; detection,更接近 restoration/enhancement，缺少编辑意图；关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Zhao_Learning_from_Noisy_Supervision_A_Denoising-Debiasing_Framework_for_Weakly_Supervised_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhao_Learning_from_Noisy_Supervision_A_Denoising-Debiasing_Framework_for_Weakly_Supervised_CVPR_2026_paper.pdf,,
1672,2026-06-06,Real2Edit2Real: Generating Robotic Demonstrations via a 3D Control Interface,"Yujie Zhao, Hongwei Fan, Di Chen et al.",Yujie Zhao; Hongwei Fan; Di Chen; Shengcong Chen; Liliang Chen; Xiaoqi Li; Guanghui Ren; Hao Dong,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,control,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Zhao_Real2Edit2Real_Generating_Robotic_Demonstrations_via_a_3D_Control_Interface_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhao_Real2Edit2Real_Generating_Robotic_Demonstrations_via_a_3D_Control_Interface_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.19402,
1678,2026-06-06,CARE: A Molecular-Guided Foundation Model with Adaptive Region Modeling for Whole Slide Image Analysis,"Di Zhang, Zhangpeng Gong, Xiaobo Pang et al.",Di Zhang; Zhangpeng Gong; Xiaobo Pang; Jiashuai Liu; Junbo Lu; Hao Cui; Jiusong Ge; Zhi Zeng; Kai Yi; Yinghua Li; Si Liu; Tingsong Yu; Haoran Wang; Mireia Crispin-Ortuzar; Weimiao Yu; Chen Li; Zeyu Gao,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,region,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_CARE_A_Molecular-Guided_Foundation_Model_with_Adaptive_Region_Modeling_for_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_CARE_A_Molecular-Guided_Foundation_Model_with_Adaptive_Region_Modeling_for_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.21637,
1682,2026-06-06,One Layer's Trash is Another Layer's Treasure: Adaptive Layer-wise Visual Token Selection in LVLMs,"Yongru Chen, Kai Zhang, Zeliang Zong et al.",Yongru Chen; Kai Zhang; Zeliang Zong; Yuchen Lu; Wenming Tan; Ye Ren; Jilin Hu,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,layer; layer-wise,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_One_Layers_Trash_is_Another_Layers_Treasure_Adaptive_Layer-wise_Visual_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_One_Layers_Trash_is_Another_Layers_Treasure_Adaptive_Layer-wise_Visual_CVPR_2026_paper.pdf,,
